rank;year;title_name;title_id;distributor;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;genres
2965;2015;the woman in black 2 angel of death;tt2339741;relativity media;1;1;2015;48854305;26501323;22352982;15027415;;drama,horror,thriller
2966;1996;first kid;tt0116311;walt disney studios motion pictures;30;8;1996;26491793;26491793;;8434651;;comedy,family
2967;2003;sinbad legend of the seven seas;tt0165982;dreamworks distribution;2;7;2003;80767884;26483452;54284432;6874477;60000000;adventure,animation,family,fantasy
2968;2015;run all night;tt2199571;warner bros;11;3;2015;71561644;26461644;45100000;11012305;50000000;action,crime,drama,thriller
2969;2000;book of shadows blair witch 2;tt0229260;artisan entertainment;27;10;2000;47737094;26437094;21300000;13223887;15000000;adventure,fantasy,horror,mystery,thriller
2970;1998;great expectations;tt0119223;twentieth century fox;30;1;1998;55494066;26420672;29073394;9593290;;drama,romance
2971;2008;street kings;tt0421073;fox searchlight pictures;10;4;2008;65572887;26418667;39154220;12469631;20000000;action,crime,drama,thriller
2972;1977;the gauntlet;tt0076070;warner bros;21;12;1977;26414658;26414658;;;;action,crime,thriller
2973;2012;one for the money;tt1598828;lionsgate;11;7;2011;36897094;26414527;10482567;11515790;40000000;action,comedy,crime,romance,thriller
2974;2016;benhur;tt2638144;paramount pictures;17;8;2016;94061311;26410477;67650834;11203815;100000000;action,adventure,drama,history
2975;1997;boogie nights;tt0118749;new line cinema;10;10;1997;43101594;26400640;16700954;50168;15000000;drama
2976;2019;the art of racing in the rain;tt1478839;twentieth century fox;7;8;2019;33766787;26395642;7371145;8137584;;comedy,drama,romance,sport
2977;1990;house party;tt0099800;new line cinema;9;3;1990;26385627;26385627;;4611024;;comedy,music,romance
2978;1994;iq;tt0110099;paramount pictures;25;12;1994;26381221;26381221;;3131201;25000000;comedy,romance
2979;1995;houseguest;tt0110066;walt disney studios motion pictures;6;1;1995;26325256;26325256;;5831302;;comedy
2980;2014;a walk among the tombstones;tt0365907;universal pictures;18;9;2014;53181600;26307600;26874000;12758780;28000000;action,crime,drama,mystery,thriller
2981;2015;love the coopers;tt2279339;lionsgate;12;11;2015;42426912;26302731;16124181;8317545;17000000;comedy,fantasy,romance
2982;1986;wildcats;tt0092214;warner bros;14;2;1986;26285544;26285544;;5472905;;comedy,sport
2983;1981;private lessons;tt0082948;jensen farley pictures;28;8;1981;26279000;26279000;;;2800000;comedy
2984;2003;dumb and dumberer when harry met lloyd;tt0329028;new line cinema;13;6;2003;39267515;26276465;12991050;11100000;19000000;comedy
2985;1991;necessary roughness;tt0102517;paramount pictures;27;9;1991;26255594;26255594;;6513130;;comedy,sport
2986;2008;the wrestler;tt1125849;fox searchlight pictures;17;12;2008;44703995;26238243;18465752;202714;6000000;drama,sport
2987;2002;blood work;tt0309377;warner bros;9;8;2002;31794718;26235081;5559637;7312413;50000000;action,crime,drama,mystery,thriller
2988;1984;protocol;tt0087951;warner bros;21;12;1984;26186631;26186631;;3427840;;comedy
2989;2010;ramona and beezus;tt0493949;twentieth century fox;18;3;2010;27293743;26167002;1126741;7810481;15000000;comedy,drama,family,fantasy
2990;1981;modern problems;tt0082763;twentieth century fox;25;12;1981;26154211;26154211;;;;comedy,fantasy,scifi
2991;1992;howards end;tt0104454;sony pictures classics;13;3;1992;26316548;26126837;189711;52568;;drama,romance
2992;1990;jacobs ladder;tt0099871;tristar pictures;2;11;1990;26118851;26118851;;7500760;;drama,horror,mystery
2993;1990;the exorcist iii;tt0099528;twentieth century fox;17;8;1990;39024251;26098824;12925427;9312219;;drama,horror,mystery
2994;1984;micki  maude;tt0087718;columbia pictures;21;12;1984;26080861;26080861;;2742458;;comedy,romance
2995;1979;north dallas forty;tt0079640;paramount pictures;1;8;1979;26079312;26079312;;;;comedy,drama,sport
2996;2014;that awkward moment;tt1800246;focus features;29;1;2014;40468955;26068955;14400000;8742109;8000000;comedy,romance
2997;2006;the descent;tt0435625;lionsgate;8;7;2005;57130027;26024456;31105571;8911330;;adventure,horror,thriller
2616;2018;isle of dogs;tt5104604;fox searchlight pictures;23;3;2018;64241499;32015231;32226268;1620294;;adventure,animation,comedy,drama,fantasy,scifi
2999;1980;the elephant man;tt0080678;paramount pictures;3;10;1980;26010864;26010864;;;;biography,drama
3000;2000;the adventures of rocky  bullwinkle;tt0131704;universal pictures;30;6;2000;35134820;26005820;9129000;6814270;76000000;adventure,animation,comedy,family,fantasy
3001;2013;the worlds end;tt1213663;focus features;18;7;2013;46089287;26004851;20084436;8811790;20000000;action,comedy,scifi
3002;1977;freaky friday;tt0076054;walt disney studios motion pictures;21;1;1977;25942000;25942000;;;;comedy,family,fantasy
3003;1977;the turning point;tt0076843;twentieth century fox;14;11;1977;25933445;25933445;;;;drama,romance
3004;2007;the nanny diaries;tt0489237;mgmweinstein;24;8;2007;47738099;25930652;21807447;7480927;;comedy,drama,romance
3005;1984;the cotton club;tt0087089;orion pictures;14;12;1984;25928721;25928721;;2903603;58000000;crime,drama,music
3006;2008;shutter;tt0482599;twentieth century fox;20;3;2008;47879410;25928550;21950860;10447559;;horror,mystery,thriller
3007;2011;born to be wild;tt1680059;warner bros;7;4;2011;41586813;25926665;15660148;871478;;adventure,documentary,short
3008;2010;leap year;tt1216492;universal pictures;8;1;2010;32607316;25918920;6688396;9202815;19000000;comedy,romance
3009;2002;all about the benjamins;tt0278295;new line cinema;8;3;2002;26306533;25916319;390214;10007291;15000000;action,comedy,crime,thriller
3010;1991;the hard way;tt0102004;universal pictures;8;3;1991;65595485;25895485;39700000;6301470;;action,comedy,crime
3011;1987;innerspace;tt0093260;warner bros;3;7;1987;25893810;25893810;;4739913;;action,adventure,comedy,fantasy,scifi,thriller
3012;2012;alex cross;tt1712170;lionsgate;17;10;2012;34588412;25888412;8700000;11396768;35000000;action,crime,mystery,thriller
3013;2002;frida;tt0120679;miramax;25;10;2002;56298474;25885000;30413474;205996;12000000;biography,drama,romance
3014;2008;superhero movie;tt0426592;mgmweinstein;27;3;2008;71239186;25881068;45358118;9510297;;action,comedy
3015;2005;aeon flux;tt0402022;paramount pictures;1;12;2005;52304001;25874337;26429664;12661112;62000000;action,adventure,scifi,thriller
3016;1996;that thing you do;tt0117887;twentieth century fox;4;10;1996;34585416;25857416;8728000;6208595;;comedy,drama,music
3017;1993;shadowlands;tt0108101;savoy pictures;31;12;1993;25842377;25842377;;81082;22000000;biography,drama,romance
3018;1996;from dusk till dawn;tt0116367;miramax;19;1;1996;25836616;25836616;;10240805;19000000;action,crime,horror
3019;1988;betrayed;tt0094731;united artists;26;8;1988;25816139;25816139;;5534787;;crime,drama,thriller
3020;1997;murder at 1600;tt0119731;warner bros;18;4;1997;25804707;25804707;;7962268;;action,crime,drama,mystery,thriller
3021;2015;the lazarus effect;tt2918436;relativity media;26;2;2015;38356892;25801570;12555322;10203437;3300000;horror,mystery,scifi,thriller
3022;2007;mr woodcock;tt0419984;new line cinema;13;9;2007;33621851;25799486;7822365;9100000;;comedy,romance,sport
3023;1992;candyman;tt0103919;tristar pictures;16;10;1992;25792310;25792310;;5404320;;horror,thriller
3024;1996;down periscope;tt0116130;twentieth century fox;1;3;1996;37553752;25785603;11768149;7231087;;comedy
3025;1985;the last dragon;tt0089461;tristar pictures;22;3;1985;25754284;25754284;;5254359;;action,comedy,drama,music
3026;2010;you again;tt1414382;walt disney studios motion pictures;23;9;2010;32005248;25702053;6303195;8407513;20000000;comedy,romance
3027;1983;the outsiders;tt0086066;warner bros;25;3;1983;25697647;25697647;;5068165;;crime,drama
3028;2013;21  over;tt1711425;relativity media;1;3;2013;48065672;25682380;22383292;8754168;13000000;comedy
3029;1991;other peoples money;tt0102609;warner bros;18;10;1991;25682090;25682090;;5012332;;comedy,drama,romance
3030;2009;dance flick;tt1153706;paramount pictures;22;5;2009;31439140;25662155;5776985;10643536;25000000;action,comedy,music
3031;2019;bombshell;tt6394270;lionsgate;13;12;2019;26152778;25650067;502711;319157;;biography,drama
3032;2001;crocodile dundee in los angeles;tt0231402;paramount pictures;12;4;2001;39438674;25635682;13802992;7714362;;action,adventure,comedy,crime
3033;1985;agnes of god;tt0088683;columbia pictures;13;9;1985;25627836;25627836;;221552;;drama,mystery
3034;2019;countdown;tt10039344;stx entertainment;24;10;2019;40919761;25619761;15300000;8865082;6500000;horror,thriller
3035;2007;nancy drew;tt0479500;warner bros;15;6;2007;30666930;25612520;5054410;6832318;;comedy,crime,family,mystery,romance,thriller
3036;1998;cant hardly wait;tt0127723;sony pictures releasing;12;6;1998;25605015;25605015;;8025910;;comedy,romance
3037;2007;the mist;tt0884328;mgmweinstein;21;11;2007;57293715;25594957;31698758;8931973;18000000;horror,scifi
3038;1995;billy madison;tt0112508;universal pictures;10;2;1995;26488734;25588734;900000;6639080;10000000;comedy
3039;2017;the house;tt4481514;warner bros;29;6;2017;34184504;25584504;8600000;8724795;40000000;comedy,crime
3040;2002;jonah a veggietales movie;tt0298388;artisan entertainment;4;10;2002;25621297;25581229;40068;6201345;14000000;adventure,animation,comedy,drama,family,musical
3041;2013;her;tt1798709;warner bros;18;12;2013;47351251;25568251;21783000;260382;23000000;drama,romance,scifi
3042;2001;memento;tt0209144;newmarket films;16;3;2001;39723096;25544867;14178229;235488;9000000;mystery,thriller
3043;2001;captain corellis mandolin;tt0238112;universal pictures;4;5;2001;62112895;25543895;36569000;7209345;57000000;drama,music,romance,war
3044;1988;funny farm;tt0095188;warner bros;3;6;1988;25537221;25537221;;5655439;;comedy,drama
3045;1984;the muppets take manhattan;tt0087755;tristar pictures;13;7;1984;25534703;25534703;;4416022;;adventure,comedy,drama,family,musical,romance
3046;2008;w;tt1175491;lionsgate;17;10;2008;29506464;25534493;3971971;10505668;25100000;biography,comedy,drama,history
3047;1981;halloween ii;tt0082495;universal pictures;30;10;1981;25533818;25533818;;7446508;;horror
3048;1981;only when i laugh;tt0082853;columbia pictures;23;9;1981;25524778;25524778;;;;comedy,drama
3049;2005;serenity;tt0379786;universal pictures;29;9;2005;38869464;25514517;13354947;10086680;39000000;action,adventure,scifi,thriller
3050;1984;a nightmare on elm street;tt0087800;new line cinema;9;11;1984;25504513;25504513;;1271000;;horror
3051;2009;the fourth kind;tt1220198;universal pictures;5;11;2009;47719794;25486040;22233754;12231160;;mystery,scifi,thriller
3052;1997;mimic;tt0119675;miramax;22;8;1997;25480490;25480490;;7818208;30000000;horror,scifi
3053;1994;my father the hero;tt0110612;walt disney studios motion pictures;4;2;1994;25479558;25479558;;5645251;;comedy,romance
3054;1996;escape from la;tt0116225;paramount pictures;9;8;1996;25477365;25477365;;8912557;;action,adventure,scifi,thriller
3055;2005;dark water;tt0382628;;26;7;2002;68357079;25473352;42883727;;;drama,horror,mystery
3056;2009;the international;tt0963178;sony pictures releasing;12;2;2009;60161391;25450527;34710864;9331739;50000000;action,crime,drama,mystery,thriller
3057;2015;ex machina;tt0470752;a24;21;1;2015;36869414;25442958;11426456;237264;15000000;drama,mystery,scifi,thriller
3058;1987;tin men;tt0094155;walt disney studios motion pictures;6;3;1987;25411386;25411386;;187381;;comedy,drama
3059;1995;desperado;tt0112851;sony pictures releasing;25;8;1995;25405445;25405445;;7910446;;action,thriller
3060;2019;cats;tt5697572;universal pictures;20;12;2019;54690645;25390645;29300000;6619870;95000000;comedy,drama,family,fantasy,musical
3061;2014;boyhood;tt1065073;ifc films;5;6;2014;44495281;25352281;19143000;387618;4000000;drama
3062;2012;katy perry part of me;tt2215719;paramount pictures;2;7;2012;32726956;25326071;7400885;7138266;12000000;documentary,music
3063;2014;top five;tt2784678;paramount pictures;12;12;2014;26117471;25317471;800000;6896593;;comedy,romance
3064;1986;heartburn;tt0091188;paramount pictures;25;7;1986;25314189;25314189;;5783079;;comedy,drama
3065;1984;the woman in red;tt0088414;orion pictures;17;8;1984;25308147;25308147;;3159811;;comedy,romance
3066;2002;the transporter;tt0293662;twentieth century fox;11;10;2002;43928932;25296447;18632485;9107816;21000000;action,crime,thriller
3067;2001;sweet november;tt0230838;warner bros;16;2;2001;65754228;25288103;40466125;9733954;;drama,romance
3068;2004;jersey girl;tt0300051;miramax;26;3;2004;35492921;25268157;10224764;8300000;35000000;comedy,drama,romance
3069;1981;escape from new york;tt0082340;embassy pictures;10;7;1981;25244626;25244626;;;;action,adventure,scifi
3070;1998;fallen;tt0119099;warner bros;16;1;1998;25232289;25232289;;10401586;;action,crime,drama,fantasy,mystery,thriller
3071;1988;alien nation;tt0094631;twentieth century fox;7;10;1988;32155047;25216243;6938804;8421429;;action,scifi
3072;1987;black widow;tt0090738;twentieth century fox;6;2;1987;25205460;25205460;;3426831;;crime,drama,thriller
3073;2009;aliens in the attic;tt0775552;twentieth century fox;26;6;2009;57881056;25200412;32680644;8008423;45000000;adventure,comedy,family,fantasy,scifi
3074;2004;twisted;tt0315297;paramount pictures;27;2;2004;40954603;25198598;15756005;8904299;50000000;crime,drama,mystery,thriller
3075;1991;dont tell mom the babysitters dead;tt0101757;warner bros;7;6;1991;25196249;25196249;;4233415;;comedy
3076;2000;nurse betty;tt0171580;usa films;8;9;2000;29364989;25170054;4194935;7145950;35000000;comedy,crime,drama,romance
3077;1986;the morning after;tt0091554;twentieth century fox;26;12;1986;25147055;25147055;;5069926;;crime,mystery,romance,thriller
3078;1996;fly away home;tt0116329;sony pictures releasing;13;9;1996;25143818;25143818;;4708044;;adventure,drama,family
3079;2016;the vvitch a newengland folktale;tt4263482;a24;19;2;2016;40423945;25138705;15285240;8800230;4000000;drama,horror,mystery
3080;2013;escape plan;tt1211956;lionsgate;9;10;2013;137328301;25135965;112192336;9885732;;action,thriller
3081;2007;the reaping;tt0444682;warner bros;4;4;2007;62771059;25126214;37644845;10025203;;horror,thriller
3082;2011;killer elite;tt1448755;open road films ii;22;9;2011;56383756;25124966;31258790;9352008;70000000;action,thriller
3083;2017;all the money in the world;tt5294550;tristar pictures;21;12;2017;56996304;25113707;31882597;5584684;;biography,crime,drama,mystery,thriller
3084;2010;alpha and omega;tt1213012;lionsgate;16;9;2010;50507267;25107267;25400000;9106906;;adventure,animation,comedy,family,romance
3085;1992;the cutting edge;tt0104040;metrogoldwynmayer mgm;27;3;1992;25105517;25105517;;4478919;;comedy,drama,romance,sport
3086;1997;midnight in the garden of good and evil;tt0119668;warner bros;21;11;1997;25105255;25105255;;5233658;35000000;crime,drama,mystery,thriller
3087;1991;problem child 2;tt0102719;universal pictures;5;7;1991;32704700;25104700;7600000;5372880;;comedy,family
3088;1967;il buono il brutto il cattivo;tt0060196;united artists;29;12;1967;25252481;25100000;152481;;;western
3089;1993;in the name of the father;tt0107207;universal pictures;31;12;1993;65796862;25096862;40700000;109805;;biography,drama
2661;2018;adrift;tt6306064;stx entertainment;31;5;2018;59945012;31445012;28500000;11603039;35000000;action,adventure,biography,drama,romance,thriller
3091;1990;navy seals;tt0100232;orion pictures;20;7;1990;25069101;25069101;;6543832;;action,adventure,thriller
3092;1984;moscow on the hudson;tt0087747;columbia pictures;6;4;1984;25068724;25068724;;3536687;;comedy,drama,romance
3093;1999;the wood;tt0161100;paramount pictures;16;7;1999;25059640;25059640;;8515223;6000000;comedy,drama,romance
3094;1994;wyatt earp;tt0111756;warner bros;24;6;1994;25052000;25052000;;7543504;63000000;adventure,biography,crime,drama,western
3095;2007;grindhouse;tt0462322;dimension films;6;4;2007;25422088;25037897;384191;11596613;67000000;action,horror,thriller
3096;1990;ernest goes to jail;tt0099512;walt disney studios motion pictures;6;4;1990;25029569;25029569;;6143372;;comedy,crime,family
3097;1996;kingpin;tt0116778;metrogoldwynmayer mgm;26;7;1996;25023434;25023434;;5582079;;comedy,sport
3098;2015;in the heart of the sea;tt1390411;warner bros;3;12;2015;93920758;25020758;68900000;11053366;100000000;action,adventure,biography,drama,history
